	head	relation	pred_tail	true_tail	rank	ppls
53	Anzor_Kavazashvili	isAffiliatedTo	FC_Torpedo_Kutaisi	FC_Spartak_Moscow	4	77.02056121826172
54	Jean_Templin	wasBornIn	Marseille	Baranovichi	5672	1382.4871826171875
55	Grigorij_Khizhnyak	isAffiliatedTo	BC_Dnipro	Makedonikos_B.C.	63	124.6471176147461
56	Wang_Xiao	playsFor	Yunnan_Hongta_F.C.	Tianjin_Teda_F.C.	4	251.71018981933594
57	Alexander_Downer	hasWonPrize	Centenary_Medal	Centenary_Medal	1	621.3958129882812
58	Weston,_Connecticut	isLocatedIn	Fairfield_County,_Connecticut	New_York_metropolitan_area	5	75.1957015991211
59	Oscoda,_Michigan	isLocatedIn	Michigan	Iosco_County,_Michigan	19961	711.726806640625
60	Gmina_Pietrowice_Wielkie	isLocatedIn	Silesian_Voivodeship	Racibórz_County	24	40.963748931884766
61	Massimo_Maccarone	playsFor	Italy_national_under-15_football_team	Italy_national_under-20_football_team	16	65.723388671875
62	Herman_Van_Rompuy	hasGender	male	male	1	279.61572265625
63	Bridgeport_Sound_Tigers	isLocatedIn	Bridgeport_(Connecticut)	Fairfield_County,_Connecticut	388	228.2943878173828
64	Lee_Keun-ho	playsFor	Ulsan_Hyundai_FC	Daegu_FC	9	172.15916442871094
65	Anders_Jacobsen_(footballer)	playsFor	Asker_Fotball	Oldham_Athletic_A.F.C.	65	73.57032012939453
66	Laryea_Kingston	playsFor	Phoenix_FC	Heart_of_Midlothian_F.C.	13	15533.8955078125
67	Kenny_Tete	playsFor	Jong_Ajax	Ajax_Youth_Academy	11	11716.98046875
68	Manuel_Clares	isAffiliatedTo	C.D._Castellón	Spain_national_football_team	5	234.041015625
69	Bruno_Pereirinha	isAffiliatedTo	Portugal_national_under-20_football_team	Vitória_S.C.	10	133.11962890625
70	George_H._Plympton	created	King_of_the_Congo	The_Green_Hornet_(serial)	44	116.56756591796875
71	Justin_Moose	isAffiliatedTo	Carolina_Dynamo	Sriracha_F.C.	6	2535.291015625
72	Joe_Smith_(footballer_born_1890)	hasGender	male	male	1	311.59625244140625
73	Saving_Private_Ryan	isLocatedIn	United_States	United_States	1	728.2177124023438
74	William_S._Burroughs	influences	William_S._Burroughs	Michael_Cisco	71	12.180388450622559
75	Harald_Wapenaar	isAffiliatedTo	Sparta_Rotterdam	FC_Utrecht	6	214.9224853515625
76	Sebastián_González	isAffiliatedTo	C.F._Atlante	Club_Olimpo	17	93.52399444580078
77	Oliver_Hardy	actedIn	Big_Business_(1929_film)	The_Devil's_Brother	34	211.8185577392578
78	Gertrude_of_Babenberg,_Duchess_of_Bohemia	hasChild	Gertrude_of_Babenberg,_Duchess_of_Bohemia	Frederick,_Duke_of_Bohemia	253	16.949949264526367
79	Louis_I_of_Hungary	diedIn	Paris	Trnava	4019	701.0039672851562
80	Eric_Bana	actedIn	Chopper_(film)	Hulk_(film)	2594	336.5645446777344
81	Jimmy_Robertson_(footballer_born_1880)	playsFor	Glossop_North_End_A.F.C.	Chelsea_F.C.	10	49.607078552246094
82	Nivaldo_Batista_Santana	playsFor	Colo_Colo_de_Futebol_e_Regatas	Real_Valladolid	13	131.5540008544922
83	Gonzalo_Abán	playsFor	San_Luis_de_Quillota	Racing_de_Olavarría	6	143.1464385986328
84	Stuart_Gilmore	edited	The_Alamo_(1960_film)	Thoroughly_Modern_Millie	60	428.5899658203125
85	Folsom,_California	isLocatedIn	California	Sacramento_County,_California	134	268.7926330566406
86	Battle_of_Dürenstein	happenedIn	Austrian_Empire	First_French_Empire	4	600.9448852539062
87	Prince_Leopold_of_Bavaria	hasWonPrize	Order_of_Albert_the_Bear	Grand_Cross_of_the_Iron_Cross	19	73.98198699951172
88	Héctor_González_(Venezuelan_footballer)	playsFor	Caracas_FC	Alki_Larnaca_F.C.	17	50.496524810791016
89	Teejan_Bai	hasWonPrize	Sangeet_Natak_Akademi_Award	Padma_Shri	3	105.84501647949219
90	Darren_Baxter_(English_footballer)	isAffiliatedTo	Brampton_United	Torquay_United_F.C.	7	459.1806335449219
91	Francis_Banecki	isAffiliatedTo	SV_Werder_Bremen_II	VfB_Oldenburg	14	291.78167724609375
92	Milan_Blagojevic	playsFor	Sydney_Olympic_FC	Newcastle_Jets_FC	9	216.13807678222656
93	Azar_Karadas	playsFor	Sogndal_Fotball	Kasımpaşa_Spor_Kulübü	9	322.9317626953125
94	Pontus_Farnerud	playsFor	Sweden_national_football_team	Landskrona_BoIS	7	482.92718505859375
95	Redange	isLocatedIn	Redange_(canton)	Luxembourg	4	394.138427734375
96	Terry_Gibson	playsFor	Wimbledon_F.C.	Manchester_United_F.C.	8	234.19775390625
97	Kadrina_Parish	isLocatedIn	Lääne-Viru_County	Estonia	3	138.7832489013672
98	Óscar_Téllez	playsFor	Real_Aranjuez_CF	Pontevedra_CF	8	145.97476196289062
99	Habsburg_Monarchy	participatedIn	War_of_the_First_Coalition	Battle_of_Toulon_(1707)	59	141.825439453125
100	Alec_Linwood	isAffiliatedTo	Scottish_Football_League_XI	St._Mirren_F.C.	7	974.2645263671875
101	Kim_Jong-kyung	playsFor	Persitara_North_Jakarta	Gwangju_Sangmu_FC	7	1247.6365966796875
102	Tinjan	isLocatedIn	Istria_County	Croatia	4	858.4074096679688
103	Kelly_Parker	hasGender	female	female	1	23400.765625
104	Joey_Castillo	hasMusicalRole	wordnet_theremin_104419642	wordnet_piano_103928116	6	1858.98388671875
105	Michael_Ingham_(footballer)	playsFor	Northern_Ireland_national_under-19_football_team	Cliftonville_F.C.	13	48.61940383911133
106	Levi_Mackin	isAffiliatedTo	Conwy_Borough_F.C.	York_City_F.C.	10	366.9717712402344
107	Donald_C._Wurster	hasGender	male	male	1	729.1283569335938
108	Radolfzell	isLocatedIn	Konstanz_(district)	Baden-Württemberg	6	134.328857421875
109	José_Ribeiro	playsFor	C.F._União_de_Coimbra	Vitória_S.C.	10	33.23482131958008
110	Mario_Tokić	playsFor	HNK_Rijeka	Croatia_national_football_team	5	93.10541534423828
111	Manny_Lagos	isAffiliatedTo	Minnesota_Thunder	University_of_Wisconsin–Milwaukee	8	1059.9263916015625
112	Laureano_Sanabria_Ruiz	playsFor	Deportivo_de_La_Coruña	Deportivo_de_La_Coruña_B	4	65.95813751220703
113	Paulius_Grybauskas	playsFor	FK_Trakai	Neftchi_Baku_PFK	10	540.3237915039062
114	Cristina_Fernández_de_Kirchner	isAffiliatedTo	Justicialist_Party	Front_for_Victory	4	33.62202453613281
115	Andrei_Daniel_Marinescu	isAffiliatedTo	FC_Olt_Slatina	CS_Turnu_Severin	5	311.09625244140625
116	Neil_McCann	playsFor	Rangers_F.C.	Falkirk_F.C.	7	270.95855712890625
117	Oladipupo_Martins	playsFor	NEPA_Lagos	FK_Partizan	7	689.7244262695312
118	Carlos_Domínguez	isAffiliatedTo	Sevilla_Atlético	RCD_Mallorca	34	72.86066436767578
119	Irinel_Voicu	isAffiliatedTo	CS_Snagov	FC_Forex_Brașov	8	1087.679931640625
120	David_Neave	playsFor	Leyton_F.C.	Arbroath_F.C.	6	177.18038940429688
121	Shahryar_Dastan	playsFor	Homa_F.C.	Missouri_Comets	4915	108.35081481933594
122	Sigurd_the_Crusader	hasGender	male	male	1	928.8587646484375
123	Steve_Whitmire	actedIn	Muppet_Classic_Theater	The_Muppets_Take_Manhattan	8	1328.73193359375
124	Aleksandar_Pantić_(footballer_born_1992)	playsFor	Serbia_national_under-21_football_team	Villarreal_CF	9	15.20063304901123
125	Riga_International_Airport	isConnectedTo	Helsinki_Airport	Amsterdam_Airport_Schiphol	32	337.8174133300781
126	Dirk_Lottner	wasBornIn	Cologne	Cologne	1	883.5176391601562
127	Iñaki_Sáez	wasBornIn	Bilbao	Bilbao	1	121.11945343017578
128	Ivor_Broadis	isAffiliatedTo	Newcastle_United_F.C.	Carlisle_United_F.C.	8	182.37295532226562
129	Luka_Žorić	isAffiliatedTo	Croatia_men's_national_basketball_team	KK_Union_Olimpija	33	243.97402954101562
130	Abdurrahman_Sharafkandi	wasBornIn	Karaj	Mahabad	76340	104.1894302368164
131	José_Luis_Martínez_Gullotta	playsFor	Boca_Unidos	Racing_Club_de_Avellaneda	5	64.3231430053711
132	Stefan_Ertl	playsFor	Wormatia_Worms	SC_Fortuna_Köln	6	630.7291259765625
133	Carlos_Valencia	playsFor	Deportes_Copiapó	Atlético_Huila	11	194.67672729492188
134	Nicolas_Plestan	playsFor	AC_Ajaccio	FC_Schalke_04	6	730.9061279296875
135	Mario_Esteban_Berríos	isAffiliatedTo	Unión_La_Calera	Coquimbo_Unido	7	112.51922607421875
136	Libya	dealsWith	Libya	Tunisia	15	1246.07958984375
137	Simon_Cziommer	playsFor	FC_Utrecht	FC_Twente	10	563.175048828125
138	Stanimir_Gospodinov	playsFor	PFC_Lokomotiv_Mezdra	PFC_Levski_Sofia	9	68.08513641357422
139	Laura_Österberg_Kalmari	hasGender	male	female	2	1369.6741943359375
140	Óscar_Ferro	isAffiliatedTo	Peñarol	Uruguay_national_football_team	7	199.0498504638672
141	Bonni_Ginzburg	playsFor	Maccabi_Ironi_Ashdod_F.C.	Beitar_Tel_Aviv_F.C.	10	83.40178680419922
142	Klubi-04	isLocatedIn	Helsinki	Helsinki	1	2909.768310546875
143	Daniel_Guzmán	isAffiliatedTo	Club_Santos_Laguna	Tiburones_Rojos_de_Veracruz	19	175.65499877929688
144	Adalbert_Stifter	influences	W._G._Sebald	W._H._Auden	113	36.62369918823242
145	Chris_Makin	playsFor	Wigan_Athletic_F.C.	Southampton_F.C.	11	128.63507080078125
146	José_Carlos_de_Almeida	isAffiliatedTo	São_José_Esporte_Clube	Joinville_Esporte_Clube	15	43.49258041381836
147	Strom_Thurmond	hasWonPrize	European-African-Middle_Eastern_Campaign_Medal	Bronze_Star_Medal	7	168.5343475341797
148	Dênis_Oliveira_de_Souza	hasGender	male	male	1	832.9230346679688
149	Edgaras_Jankauskas	playsFor	Lithuania_national_football_team	F.C._Porto	20	93.8913803100586
150	Keith_Briggs_(footballer)	isAffiliatedTo	Fleetwood_Town_F.C.	Barrow_A.F.C.	10	76.50416564941406
151	John_Galliquio	isAffiliatedTo	Club_Universitario_de_Deportes	Club_Deportivo_Universidad_de_San_Martín_de_Porres	7	150.3836669921875
152	Paul_Davies	hasWonPrize	Templeton_Prize	Michael_Faraday_Prize	8	687.6109008789062
153	David_Střihavka	isAffiliatedTo	AC_Sparta_Prague	de/FC_Bohemians_Prag	24	475.7419128417969
154	Mira_Furlan	livesIn	California	Los_Angeles	6	637.8250732421875
155	Sabu_Dastagir	actedIn	The_Thief_of_Bagdad_(1940_film)	Arabian_Nights_(1942_film)	115	70.25606536865234
156	Trimi_Makolli	isAffiliatedTo	Vasalunds_IF	IK_Frej	4	1312.989990234375
157	James_Blackwell	isAffiliatedTo	Continental_Basketball_Association	Olympique_Antibes	110	1775.2001953125
158	Yahoo!	isLocatedIn	Sunnyvale	Sunnyvale,_California	9	515.1173706054688
159	Shin_Byung-ho	playsFor	Gyeongnam_FC	Yokohama_F._Marinos	9	138.85507202148438
160	Arsinée_Khanjian	wasBornIn	London	Beirut	149	1561.0421142578125
161	Nontapan_Jeansatawong	playsFor	Nakhon_Pathom_United_F.C.	Sisaket_F.C.	8	474.5777587890625
162	Enes_Demirović	playsFor	NK_Brda	NK_Brda	1	811.2772827148438
163	Québec_City_Jean_Lesage_International_Airport	isConnectedTo	Montréal–Pierre_Elliott_Trudeau_International_Airport	Licenciado_Gustavo_Díaz_Ordaz_International_Airport	43	33.31061553955078
164	Grégory_Christ	playsFor	AS_Beauvais_Oise	R._White_Star_Bruxelles	8	925.2639770507812
165	Plzeň-South_District	isLocatedIn	Plzeň_Region	Pilsen	4	118.07300567626953
166	Dill_(footballer)	playsFor	Brasília_Futebol_Clube	Clube_de_Regatas_do_Flamengo	15	85.10803985595703
167	Stjepan_Mesić	hasWonPrize	Order_of_the_Three_Stars	Order_of_the_White_Double_Cross	6	73.67928314208984
168	Daron_Malakian	wasBornIn	London	Los_Angeles	3	378.5997619628906
169	Steven_Hunter	isAffiliatedTo	Orlando_Magic	Lega_Basket_Serie_A	11	1207.9415283203125
170	Lee_Shearer	isAffiliatedTo	Folkestone_Invicta_F.C.	Faversham_Town_F.C.	4	149.2320098876953
171	Dmitri_Vyazmikin	playsFor	FC_Torpedo_Vladimir	FC_Sokol_Saratov	9	109.76590728759766
172	George_VI_of_the_United_Kingdom	hasWonPrize	Order_of_Carol_I	Order_of_the_Redeemer	7	136.9610137939453
173	Rodney_Rowe	playsFor	Wakefield_F.C.	Halifax_Town_A.F.C.	9	208.83303833007812
174	Ibrahim_Touré	isAffiliatedTo	Telephonat_Beni_Suef_SC	OGC_Nice	8	326.46209716796875
175	Wilson_Oruma	playsFor	Bendel_Insurance_F.C.	AS_Nancy	9	665.2830810546875
176	Pietro_Ghedin	isAffiliatedTo	Italy_women's_national_football_team	A.C.F._Fiorentina	36	171.6092071533203
177	Jack_Meredith_(footballer)	isAffiliatedTo	Scunthorpe_United_F.C.	Blackpool_F.C.	4	44.96786117553711
178	Assane_N'Diaye	isAffiliatedTo	ASC_Diaraf	Senegal_national_football_team	3	654.29833984375
179	Louis_Bookman	isAffiliatedTo	Belfast_Celtic_F.C.	Ireland_national_football_team_(1882–1950)	3	349.90533447265625
180	Jerry_Vandam	playsFor	Stade_Malherbe_Caen	KV_Mechelen	4	171.37393188476562
181	Diego_Guastavino	playsFor	Sud_América	Deportivo_Maldonado	6	229.83303833007812
182	Diego_Barreto	isAffiliatedTo	Paraguay_men's_national_under-20_football_team	Cerro_Porteño	7	79.57135009765625
183	Paolo_Carbonaro	playsFor	S.S._MonosPolis	Vigor_Lamezia	7	841.2019653320312
184	Marko_Marić	isAffiliatedTo	NK_Marsonia	Skoda_Xanthi_F.C.	9	1412.4920654296875
185	Luis_Robson	playsFor	Sorriso_Esporte_Clube	Goiás_Esporte_Clube	11	120.40375518798828
186	Mohammad_Reza_Mahdavi	playsFor	F.C._Shahrdari_Bandar_Abbas	Esteghlal_F.C.	8	39.907630920410156
187	Surgut_International_Airport	isConnectedTo	Krasnodar_International_Airport	Larnaca_International_Airport	57	62.225948333740234
188	John_Tory	isAffiliatedTo	Republican_Party_(United_States)	Progressive_Conservative_Party_of_Ontario	192	210.63650512695312
189	Carlow	isLocatedIn	County_Carlow	Republic_of_Ireland	4	463.5158996582031
190	Adam_Eckersley_(footballer)	playsFor	England_national_under-16_football_team	AC_Horsens	9	68.12433624267578
191	Leopoldo_Luque	playsFor	Central_Norte	Club_Atlético_River_Plate	8	315.05810546875
192	Oliver_Risser	playsFor	SpVgg_EGC_Wirges	SV_Sandhausen	15	373.5820617675781
193	Daniel_da_Silva_(born_1973)	playsFor	Sociedade_Esportiva_Matonense	Brazil_national_football_team	7	65.05941772460938
194	José_Carlos_Garcia_Leal	playsFor	Sobradinho_Esporte_Clube	Clube_Náutico_Capibaribe	10	68.79706573486328
195	Vladimír_Weiss_(footballer,_born_1964)	playsFor	Slovakia_national_football_team	FK_Inter_Bratislava	8	40.763282775878906
196	Alastair_Sim	diedIn	Edinburgh	London	2	1858.5220947265625
197	Adam_Matysek	wasBornIn	Cologne	Piekary_Śląskie	266	896.5977783203125
198	Municipality_of_Vipava	isLocatedIn	Municipality_of_Ajdovščina	Goriška	4	35.82276153564453
199	Bujumbura_International_Airport	isLocatedIn	Arusha	Bujumbura	583	300.71771240234375
200	Stephen_Hughes_(footballer,_born_1976)	playsFor	Watford_F.C.	Everton_F.C.	7	31.758771896362305
201	Rutherford_B._Hayes	isAffiliatedTo	Harvard_Law_School	Republican_Party_(United_States)	2	421.18243408203125
202	Andrzej_Pałasz	playsFor	Górnik_Zabrze	Bursaspor	5	38.44062423706055
203	Adolf_Scherer	playsFor	FC_Lokomotíva_Košice	Nîmes_Olympique	6	197.3750457763672
204	Steve_Lowndes	isAffiliatedTo	Newport_County_A.F.C.	Wales_national_football_team	9	177.39993286132812
205	Lee_Zahler	wroteMusicFor	The_Law_of_the_Wild	Who's_Guilty?	55	752.771484375
206	Harrison_Omoko	playsFor	FC_Dynamo-2_Kyiv	FC_Arsenal_Kyiv	13	1679.1043701171875
207	Viktor_Zemchenkov	playsFor	FC_Luch-Energiya_Vladivostok	FC_Chernomorets_Novorossiysk	10	43.132633209228516
208	Kyriacos_Pavlou	isAffiliatedTo	Ermis_Aradippou	Diagoras_F.C.	7	95.72176361083984
209	John_Logan_(footballer)	playsFor	Horden_Colliery_Welfare_A.F.C.	Charlton_Athletic_F.C.	5	45.564796447753906
210	Sean_Astin	actedIn	Party_Wagon	The_Last_Producer	1186	5630.5126953125
211	Jonathan_Moreira	isAffiliatedTo	Santos_FC	Cruzeiro_E.C.	6	1231.5941162109375
212	Andrejs_Pavlovs	playsFor	Policijas_FK	FK_Rīga	11	497.45166015625
213	Brian_Horne	isAffiliatedTo	Farnborough_F.C.	Dover_Athletic_F.C.	7	123.22953796386719
214	Nuno_Filipe_Rodrigues_Silva	isAffiliatedTo	Gondomar_S.C.	Merelinense_F.C.	4	131.4428253173828
215	Freddie_Bartholomew	hasGender	female	male	2	931.6453247070312
216	Kevin_Volland	isAffiliatedTo	TSG_Thannhausen	Germany_national_under-21_football_team	10	398.4542541503906
217	Tiago_Cavalcanti	playsFor	América_Futebol_Clube_(RN)	Iraty_Sport_Club	89	44.655738830566406
218	Romain_Reynaud	wasBornIn	Paris	Saint-Étienne	3	435.42584228515625
219	Salva_Ballesta	playsFor	Sevilla_FC	Bolton_Wanderers_F.C.	18	533.891845703125
220	Ricardo_Mion_Varella_Costa	playsFor	Pietà_Hotspurs_F.C.	Sport_Club_Corinthians_Paulista	12	206.422119140625
221	Józef_Młynarczyk	playsFor	BKS_Stal_Bielsko-Biała	Odra_Opole	7	23.92548942565918
222	Esben_Hansen	isAffiliatedTo	Randers_FC	Nykøbing_FC	6	1166.2822265625
223	Blaenau_Gwent	isLocatedIn	United_States	Ebbw_Vale	485	248.17388916015625
224	Ehrwald	isLocatedIn	Tyrol_(state)	Reutte_District	11	778.399169921875
225	Craig_Lindfield	isAffiliatedTo	Chester_F.C.	Chester_City_F.C.	8	341.5153503417969
226	Luis_Anaya	isAffiliatedTo	C.D._Platense_Municipal_Zacatecoluca	Alianza_F.C.	7	290.0927734375
227	Scott_Barron	playsFor	Millwall_F.C.	Ipswich_Town_F.C.	4	337.9456481933594
228	Nicolas_Raynier	playsFor	US_Boulogne	FC_Sète_34	5	411.4076843261719
229	Hugh_Baird	wasBornIn	Aberdeen	Bellshill	4	3414.35888671875
230	Lazaros_Iakovou	playsFor	Cyprus_national_football_team	Alki_Larnaca_F.C.	7	232.35247802734375
231	Artur_Voskanyan	playsFor	FC_Spartak_Yerevan	Armenia_national_football_team	3	73.2746810913086
232	Kō_Shibasaki	hasGender	female	female	1	9220.923828125
233	Peter_Withe	isAffiliatedTo	Portland_Timbers_(1975–82)	Newcastle_United_F.C.	14	692.0136108398438
234	Judy_Garland	isMarriedTo	Sidney_Luft	David_Rose	4	171.71749877929688
235	Thomas_C._Kinkaid	hasWonPrize	Order_of_the_Sacred_Tripod	Distinguished_Service_Medal	14	200.94398498535156
236	Lárus_Guðmundsson	playsFor	Iceland_national_under-21_football_team	1._FC_Kaiserslautern	10	56.337242126464844
237	Alan_Sunderland	isAffiliatedTo	Ipswich_Town_F.C.	England_national_football_B_team	4	180.05967712402344
238	Ayaan_Hirsi_Ali	isMarriedTo	Niall_Ferguson	Niall_Ferguson	1	57.69535827636719
239	Akshay_Kumar	actedIn	Mujhse_Shaadi_Karogi	Khakee	129	48.758846282958984
240	Abdeljalil_Hadda	playsFor	COD_Meknès	Yokohama_F._Marinos	7	139.71920776367188
241	Leonard_Eugene_Dickson	worksAt	University_of_Chicago	University_of_Chicago	1	549.3015747070312
242	Colin_McKee	isAffiliatedTo	Queen's_Park_F.C.	Knattspyrnufélagið_Víkingur	10	165.85430908203125
243	Rubén_Maldonado	playsFor	Cosenza_Calcio	S.S.C._Napoli	6	149.56134033203125
244	David_Cordón	playsFor	Pinatar_CF	Atlético_Madrid_B	47	30914.619140625
245	Andy_Miah	wasBornIn	London	Norwich	30	1448.619140625
246	Guido_Hoffmann	playsFor	1._FC_Lokomotive_Leipzig	Borussia_Mönchengladbach	9	64.36066436767578
247	Paulo_Almeida	playsFor	Goianésia_Esporte_Clube	Coritiba_Foot_Ball_Club	13	67.31695556640625
248	Chaozhou	isLocatedIn	Guangdong	China	3	361.36956787109375
249	Devon_White_(footballer)	playsFor	Shepshed_Dynamo_F.C.	Arnold_Town_F.C.	10	47.61058044433594
250	Battle_of_Nördlingen_(1634)	happenedIn	Bavaria	Sweden	8	52.203582763671875
251	Valmir_Pontes_Arantes	playsFor	SC_Brühl	FC_Chur_97	5	2704.501220703125
252	Leonardo_Rodríguez	isAffiliatedTo	Argentina_national_football_team	Atalanta_B.C.	14	96.41393280029297
253	Yasin_Çelik	hasGender	male	male	1	953.4994506835938
254	Yuriy_Dmytrulin	isAffiliatedTo	FC_Dynamo-2_Kyiv	FC_Yednist'_Plysky	7	331.9790344238281
255	Live_Nation_Entertainment	isLocatedIn	Beverly_Hills	California	4	877.3065185546875
256	Earl_Derr_Biggers	diedIn	Los_Angeles	Pasadena	94	213.80332946777344
257	John_Crabbe	playsFor	Whitstable_Town_F.C.	Torquay_United_F.C.	13	197.06134033203125
258	Reggie_Slater	isAffiliatedTo	Liga_ACB	Denver_Nuggets	35	2305.97314453125
259	Jacques_Chaban-Delmas	hasChild	Jacques_Chaban-Delmas	Maurice_Bourgès-Maunoury	12	26.186437606811523
260	Sabri_Lamouchi	isAffiliatedTo	AS_Monaco_FC	A.J._Auxerre	16	412.18487548828125
261	Guga_(footballer_born_1964)	isAffiliatedTo	Itabuna_Esporte_Clube	Paysandu_Sport_Club	16	198.85679626464844
262	Amjad_Khan	actedIn	Desh_Premee	Muqaddar_Ka_Sikandar	20	2066.504150390625
263	Jay_Ferguson_(American_musician)	wroteMusicFor	Americanizing_Shelley	Double_Dragon_(film)	4699	3253.207275390625
