     	head                                                   	relation            	pred_tail                                                       	true_tail                                             	rank  	ppls
34   	Robert_Louis_Stevenson                                 	influences          	Robert_Louis_Stevenson                                          	David_Leavitt                                         	50    	186.9975128173828
35   	Stan_Lazaridis                                         	playsFor            	Floreat_Athena_FC                                               	Perth_Glory_FC                                        	6     	155.42926025390625
36   	Sean_Green_(basketball)                                	isAffiliatedTo      	Continental_Basketball_Association                              	Utah_Jazz                                             	49    	106.69490814208984
37   	Fabio_Bonci                                            	playsFor            	Mantova_F.C.                                                    	Parma_F.C.                                            	3     	40.639984130859375
38   	National_Union_(Israel)                                	isLocatedIn         	Israel                                                          	Jerusalem                                             	25    	95.80587768554688
39   	Arran_Lee-Barrett                                      	playsFor            	Ipswich_Town_F.C.                                               	Cardiff_City_F.C.                                     	8     	40.33185577392578
40   	Larbi_Benbarek                                         	isAffiliatedTo      	USM_Bel-Abbès                                                   	RS_Settat                                             	969   	101.36551666259766
41   	Andy_Saville                                           	playsFor            	Hull_City_A.F.C.                                                	Barnsley_F.C.                                         	12    	17.838329315185547
42   	Celso_Brum_Junior                                      	playsFor            	Busaiteen_Club                                                  	Clube_Esportivo_Bento_Gonçalves                       	4     	751.2041625976562
43   	Republic_of_Serbian_Krajina                            	participatedIn      	Croatian_War_of_Independence                                    	Croatian_War_of_Independence                          	1     	19.0953311920166
44   	Srikanth_Deva                                          	wroteMusicFor       	Aalwar                                                          	Sivakasi_(film)                                       	9     	186.37208557128906
45   	Jörg_Reeb                                              	playsFor            	1._FC_Saarbrücken                                               	FC_Augsburg                                           	7     	22.5732479095459
46   	Christian_Perez_(footballer_born_1963)                 	isAffiliatedTo      	Montpellier_HSC                                                 	Shanghai_Greenland_F.C.                               	12    	63.54214096069336
47   	Josip_Škorić                                           	hasGender           	male                                                            	male                                                  	1     	96.73281860351562
48   	Frank_Pingel                                           	isAffiliatedTo      	IK_Skovbakken                                                   	TSV_1860_München                                      	11    	176.31248474121094
49   	Festus_Agu                                             	playsFor            	ACB_Lagos                                                       	SV_Wacker_Burghausen                                  	13    	826.9098510742188
50   	Gerald_Thomas                                          	directed            	Carry_On_(franchise)                                            	Carry_On_Emmannuelle                                  	32    	182.38478088378906
51   	Jorginho_Putinatti                                     	playsFor            	Sociedade_Esportiva_Palmeiras                                   	Brazil_national_football_team                         	9     	46.113765716552734
52   	Erik_Sundin                                            	isAffiliatedTo      	AFC_United                                                      	Trelleborgs_FF                                        	43    	419.3298034667969
53   	Anzor_Kavazashvili                                     	isAffiliatedTo      	FC_Torpedo_Kutaisi                                              	FC_Spartak_Moscow                                     	4     	32.362342834472656
54   	Jean_Templin                                           	wasBornIn           	Marseille                                                       	Baranovichi                                           	5672  	67.46354675292969
55   	Grigorij_Khizhnyak                                     	isAffiliatedTo      	BC_Dnipro                                                       	Makedonikos_B.C.                                      	63    	54.10348129272461
56   	Wang_Xiao                                              	playsFor            	Yunnan_Hongta_F.C.                                              	Tianjin_Teda_F.C.                                     	4     	47.46303939819336
57   	Alexander_Downer                                       	hasWonPrize         	Centenary_Medal                                                 	Centenary_Medal                                       	1     	695.1952514648438
58   	Weston,_Connecticut                                    	isLocatedIn         	Fairfield_County,_Connecticut                                   	New_York_metropolitan_area                            	5     	9.163464546203613
59   	Oscoda,_Michigan                                       	isLocatedIn         	Michigan                                                        	Iosco_County,_Michigan                                	19961 	62.93123245239258
60   	Gmina_Pietrowice_Wielkie                               	isLocatedIn         	Silesian_Voivodeship                                            	Racibórz_County                                       	24    	12.065608024597168
61   	Massimo_Maccarone                                      	playsFor            	Italy_national_under-15_football_team                           	Italy_national_under-20_football_team                 	16    	22.19209098815918
62   	Herman_Van_Rompuy                                      	hasGender           	male                                                            	male                                                  	1     	107.28987121582031
63   	Bridgeport_Sound_Tigers                                	isLocatedIn         	Bridgeport_(Connecticut)                                        	Fairfield_County,_Connecticut                         	388   	53.782833099365234
64   	Lee_Keun-ho                                            	playsFor            	Ulsan_Hyundai_FC                                                	Daegu_FC                                              	9     	34.13007736206055
65   	Anders_Jacobsen_(footballer)                           	playsFor            	Asker_Fotball                                                   	Oldham_Athletic_A.F.C.                                	65    	27.217641830444336
66   	Laryea_Kingston                                        	playsFor            	Phoenix_FC                                                      	Heart_of_Midlothian_F.C.                              	13    	3046.139404296875
67   	Kenny_Tete                                             	playsFor            	Jong_Ajax                                                       	Ajax_Youth_Academy                                    	11    	1540.9232177734375
68   	Manuel_Clares                                          	isAffiliatedTo      	C.D._Castellón                                                  	Spain_national_football_team                          	5     	81.78050994873047
69   	Bruno_Pereirinha                                       	isAffiliatedTo      	Portugal_national_under-20_football_team                        	Vitória_S.C.                                          	10    	34.73007583618164
70   	George_H._Plympton                                     	created             	King_of_the_Congo                                               	The_Green_Hornet_(serial)                             	44    	116.56756591796875
71   	Justin_Moose                                           	isAffiliatedTo      	Carolina_Dynamo                                                 	Sriracha_F.C.                                         	6     	1379.254150390625
72   	Joe_Smith_(footballer_born_1890)                       	hasGender           	male                                                            	male                                                  	1     	192.9541473388672
73   	Saving_Private_Ryan                                    	isLocatedIn         	United_States                                                   	United_States                                         	1     	89.26611328125
74   	William_S._Burroughs                                   	influences          	William_S._Burroughs                                            	Michael_Cisco                                         	71    	12.180388450622559
75   	Harald_Wapenaar                                        	isAffiliatedTo      	Sparta_Rotterdam                                                	FC_Utrecht                                            	6     	64.14436340332031
76   	Sebastián_González                                     	isAffiliatedTo      	C.F._Atlante                                                    	Club_Olimpo                                           	17    	26.91305160522461
77   	Oliver_Hardy                                           	actedIn             	Big_Business_(1929_film)                                        	The_Devil's_Brother                                   	34    	84.65937042236328
78   	Gertrude_of_Babenberg,_Duchess_of_Bohemia              	hasChild            	Gertrude_of_Babenberg,_Duchess_of_Bohemia                       	Frederick,_Duke_of_Bohemia                            	253   	17.071353912353516
79   	Louis_I_of_Hungary                                     	diedIn              	Paris                                                           	Trnava                                                	4019  	80.06831359863281
80   	Eric_Bana                                              	actedIn             	Chopper_(film)                                                  	Hulk_(film)                                           	2594  	97.09508514404297
81   	Jimmy_Robertson_(footballer_born_1880)                 	playsFor            	Glossop_North_End_A.F.C.                                        	Chelsea_F.C.                                          	10    	21.66105079650879
82   	Nivaldo_Batista_Santana                                	playsFor            	Colo_Colo_de_Futebol_e_Regatas                                  	Real_Valladolid                                       	13    	56.794673919677734
83   	Gonzalo_Abán                                           	playsFor            	San_Luis_de_Quillota                                            	Racing_de_Olavarría                                   	6     	37.219993591308594
84   	Stuart_Gilmore                                         	edited              	The_Alamo_(1960_film)                                           	Thoroughly_Modern_Millie                              	60    	428.5899658203125
85   	Folsom,_California                                     	isLocatedIn         	California                                                      	Sacramento_County,_California                         	134   	32.770442962646484
86   	Battle_of_Dürenstein                                   	happenedIn          	Austrian_Empire                                                 	First_French_Empire                                   	4     	168.0869140625
87   	Prince_Leopold_of_Bavaria                              	hasWonPrize         	Order_of_Albert_the_Bear                                        	Grand_Cross_of_the_Iron_Cross                         	19    	65.50650024414062
88   	Héctor_González_(Venezuelan_footballer)                	playsFor            	Caracas_FC                                                      	Alki_Larnaca_F.C.                                     	17    	23.048797607421875
89   	Teejan_Bai                                             	hasWonPrize         	Sangeet_Natak_Akademi_Award                                     	Padma_Shri                                            	3     	54.70924758911133
90   	Darren_Baxter_(English_footballer)                     	isAffiliatedTo      	Brampton_United                                                 	Torquay_United_F.C.                                   	7     	182.2970428466797
91   	Francis_Banecki                                        	isAffiliatedTo      	SV_Werder_Bremen_II                                             	VfB_Oldenburg                                         	14    	94.68229675292969
92   	Milan_Blagojevic                                       	playsFor            	Sydney_Olympic_FC                                               	Newcastle_Jets_FC                                     	9     	50.63022994995117
93   	Azar_Karadas                                           	playsFor            	Sogndal_Fotball                                                 	Kasımpaşa_Spor_Kulübü                                 	9     	87.4992446899414
94   	Pontus_Farnerud                                        	playsFor            	Sweden_national_football_team                                   	Landskrona_BoIS                                       	7     	148.41860961914062
95   	Redange                                                	isLocatedIn         	Redange_(canton)                                                	Luxembourg                                            	4     	100.10061645507812
96   	Terry_Gibson                                           	playsFor            	Wimbledon_F.C.                                                  	Manchester_United_F.C.                                	8     	52.454803466796875
97   	Kadrina_Parish                                         	isLocatedIn         	Lääne-Viru_County                                               	Estonia                                               	3     	35.76298141479492
98   	Óscar_Téllez                                           	playsFor            	Real_Aranjuez_CF                                                	Pontevedra_CF                                         	8     	42.299922943115234
99   	Habsburg_Monarchy                                      	participatedIn      	War_of_the_First_Coalition                                      	Battle_of_Toulon_(1707)                               	59    	37.735252380371094
100  	Alec_Linwood                                           	isAffiliatedTo      	Scottish_Football_League_XI                                     	St._Mirren_F.C.                                       	7     	326.0426940917969
101  	Kim_Jong-kyung                                         	playsFor            	Persitara_North_Jakarta                                         	Gwangju_Sangmu_FC                                     	7     	315.9222106933594
102  	Tinjan                                                 	isLocatedIn         	Istria_County                                                   	Croatia                                               	4     	105.79329681396484
103  	Kelly_Parker                                           	hasGender           	female                                                          	female                                                	1     	5400.46435546875
104  	Joey_Castillo                                          	hasMusicalRole      	wordnet_theremin_104419642                                      	wordnet_piano_103928116                               	6     	2428.587158203125
105  	Michael_Ingham_(footballer)                            	playsFor            	Northern_Ireland_national_under-19_football_team                	Cliftonville_F.C.                                     	13    	24.132930755615234
106  	Levi_Mackin                                            	isAffiliatedTo      	Conwy_Borough_F.C.                                              	York_City_F.C.                                        	10    	154.90467834472656
107  	Donald_C._Wurster                                      	hasGender           	male                                                            	male                                                  	1     	345.7569580078125
108  	Radolfzell                                             	isLocatedIn         	Konstanz_(district)                                             	Baden-Württemberg                                     	6     	37.768394470214844
109  	José_Ribeiro                                           	playsFor            	C.F._União_de_Coimbra                                           	Vitória_S.C.                                          	10    	13.090899467468262
110  	Mario_Tokić                                            	playsFor            	HNK_Rijeka                                                      	Croatia_national_football_team                        	5     	25.062910079956055
111  	Manny_Lagos                                            	isAffiliatedTo      	Minnesota_Thunder                                               	University_of_Wisconsin–Milwaukee                     	8     	382.07891845703125
112  	Laureano_Sanabria_Ruiz                                 	playsFor            	Deportivo_de_La_Coruña                                          	Deportivo_de_La_Coruña_B                              	4     	25.818824768066406
113  	Paulius_Grybauskas                                     	playsFor            	FK_Trakai                                                       	Neftchi_Baku_PFK                                      	10    	115.29270935058594
114  	Cristina_Fernández_de_Kirchner                         	isAffiliatedTo      	Justicialist_Party                                              	Front_for_Victory                                     	4     	11.832136154174805
115  	Andrei_Daniel_Marinescu                                	isAffiliatedTo      	FC_Olt_Slatina                                                  	CS_Turnu_Severin                                      	5     	89.1931381225586
116  	Neil_McCann                                            	playsFor            	Rangers_F.C.                                                    	Falkirk_F.C.                                          	7     	59.04033279418945
117  	Oladipupo_Martins                                      	playsFor            	NEPA_Lagos                                                      	FK_Partizan                                           	7     	252.3529052734375
118  	Carlos_Domínguez                                       	isAffiliatedTo      	Sevilla_Atlético                                                	RCD_Mallorca                                          	34    	23.412811279296875
119  	Irinel_Voicu                                           	isAffiliatedTo      	CS_Snagov                                                       	FC_Forex_Brașov                                       	8     	370.6502685546875
120  	David_Neave                                            	playsFor            	Leyton_F.C.                                                     	Arbroath_F.C.                                         	6     	45.416297912597656
121  	Shahryar_Dastan                                        	playsFor            	Homa_F.C.                                                       	Missouri_Comets                                       	4915  	36.156768798828125
122  	Sigurd_the_Crusader                                    	hasGender           	male                                                            	male                                                  	1     	546.5670776367188
123  	Steve_Whitmire                                         	actedIn             	Muppet_Classic_Theater                                          	The_Muppets_Take_Manhattan                            	8     	265.6628723144531
124  	Aleksandar_Pantić_(footballer_born_1992)               	playsFor            	Serbia_national_under-21_football_team                          	Villarreal_CF                                         	9     	8.931650161743164
125  	Riga_International_Airport                             	isConnectedTo       	Helsinki_Airport                                                	Amsterdam_Airport_Schiphol                            	32    	74.39410400390625
126  	Dirk_Lottner                                           	wasBornIn           	Cologne                                                         	Cologne                                               	1     	64.84037017822266
127  	Iñaki_Sáez                                             	wasBornIn           	Bilbao                                                          	Bilbao                                                	1     	16.893171310424805
128  	Ivor_Broadis                                           	isAffiliatedTo      	Newcastle_United_F.C.                                           	Carlisle_United_F.C.                                  	8     	76.35921478271484
129  	Luka_Žorić                                             	isAffiliatedTo      	Croatia_men's_national_basketball_team                          	KK_Union_Olimpija                                     	33    	76.58011627197266
130  	Abdurrahman_Sharafkandi                                	wasBornIn           	Karaj                                                           	Mahabad                                               	76340 	22.485904693603516
131  	José_Luis_Martínez_Gullotta                            	playsFor            	Boca_Unidos                                                     	Racing_Club_de_Avellaneda                             	5     	31.893688201904297
132  	Stefan_Ertl                                            	playsFor            	Wormatia_Worms                                                  	SC_Fortuna_Köln                                       	6     	104.73835754394531
133  	Carlos_Valencia                                        	playsFor            	Deportes_Copiapó                                                	Atlético_Huila                                        	11    	48.052364349365234
134  	Nicolas_Plestan                                        	playsFor            	AC_Ajaccio                                                      	FC_Schalke_04                                         	6     	129.6927947998047
135  	Mario_Esteban_Berríos                                  	isAffiliatedTo      	Unión_La_Calera                                                 	Coquimbo_Unido                                        	7     	33.669036865234375
136  	Libya                                                  	dealsWith           	Libya                                                           	Tunisia                                               	15    	203.102294921875
137  	Simon_Cziommer                                         	playsFor            	FC_Utrecht                                                      	FC_Twente                                             	10    	132.0413055419922
138  	Stanimir_Gospodinov                                    	playsFor            	PFC_Lokomotiv_Mezdra                                            	PFC_Levski_Sofia                                      	9     	30.002878189086914
139  	Laura_Österberg_Kalmari                                	hasGender           	male                                                            	female                                                	2     	595.8451538085938
140  	Óscar_Ferro                                            	isAffiliatedTo      	Peñarol                                                         	Uruguay_national_football_team                        	7     	54.36189270019531
141  	Bonni_Ginzburg                                         	playsFor            	Maccabi_Ironi_Ashdod_F.C.                                       	Beitar_Tel_Aviv_F.C.                                  	10    	33.87674331665039
142  	Klubi-04                                               	isLocatedIn         	Helsinki                                                        	Helsinki                                              	1     	418.61553955078125
143  	Daniel_Guzmán                                          	isAffiliatedTo      	Club_Santos_Laguna                                              	Tiburones_Rojos_de_Veracruz                           	19    	66.564453125
144  	Adalbert_Stifter                                       	influences          	W._G._Sebald                                                    	W._H._Auden                                           	113   	36.62369918823242
145  	Chris_Makin                                            	playsFor            	Wigan_Athletic_F.C.                                             	Southampton_F.C.                                      	11    	34.084815979003906
146  	José_Carlos_de_Almeida                                 	isAffiliatedTo      	São_José_Esporte_Clube                                          	Joinville_Esporte_Clube                               	15    	17.678939819335938
147  	Strom_Thurmond                                         	hasWonPrize         	European-African-Middle_Eastern_Campaign_Medal                  	Bronze_Star_Medal                                     	7     	154.41661071777344
148  	Dênis_Oliveira_de_Souza                                	hasGender           	male                                                            	male                                                  	1     	373.24249267578125
149  	Edgaras_Jankauskas                                     	playsFor            	Lithuania_national_football_team                                	F.C._Porto                                            	20    	32.3793830871582
150  	Keith_Briggs_(footballer)                              	isAffiliatedTo      	Fleetwood_Town_F.C.                                             	Barrow_A.F.C.                                         	10    	27.443138122558594
151  	John_Galliquio                                         	isAffiliatedTo      	Club_Universitario_de_Deportes                                  	Club_Deportivo_Universidad_de_San_Martín_de_Porres    	7     	59.53935241699219
152  	Paul_Davies                                            	hasWonPrize         	Templeton_Prize                                                 	Michael_Faraday_Prize                                 	8     	649.6107177734375
153  	David_Střihavka                                        	isAffiliatedTo      	AC_Sparta_Prague                                                	de/FC_Bohemians_Prag                                  	24    	139.32789611816406
154  	Mira_Furlan                                            	livesIn             	California                                                      	Los_Angeles                                           	6     	92.39020538330078
155  	Sabu_Dastagir                                          	actedIn             	The_Thief_of_Bagdad_(1940_film)                                 	Arabian_Nights_(1942_film)                            	115   	30.130460739135742
156  	Trimi_Makolli                                          	isAffiliatedTo      	Vasalunds_IF                                                    	IK_Frej                                               	4     	743.2950439453125
157  	James_Blackwell                                        	isAffiliatedTo      	Continental_Basketball_Association                              	Olympique_Antibes                                     	110   	521.5282592773438
158  	Yahoo!                                                 	isLocatedIn         	Sunnyvale                                                       	Sunnyvale,_California                                 	9     	24.301380157470703
159  	Shin_Byung-ho                                          	playsFor            	Gyeongnam_FC                                                    	Yokohama_F._Marinos                                   	9     	24.827436447143555
160  	Arsinée_Khanjian                                       	wasBornIn           	London                                                          	Beirut                                                	149   	199.28138732910156
161  	Nontapan_Jeansatawong                                  	playsFor            	Nakhon_Pathom_United_F.C.                                       	Sisaket_F.C.                                          	8     	177.0606231689453
162  	Enes_Demirović                                         	playsFor            	NK_Brda                                                         	NK_Brda                                               	1     	169.753662109375
163  	Québec_City_Jean_Lesage_International_Airport          	isConnectedTo       	Montréal–Pierre_Elliott_Trudeau_International_Airport           	Licenciado_Gustavo_Díaz_Ordaz_International_Airport   	43    	15.7749662399292
164  	Grégory_Christ                                         	playsFor            	AS_Beauvais_Oise                                                	R._White_Star_Bruxelles                               	8     	138.77464294433594
165  	Plzeň-South_District                                   	isLocatedIn         	Plzeň_Region                                                    	Pilsen                                                	4     	25.686565399169922
166  	Dill_(footballer)                                      	playsFor            	Brasília_Futebol_Clube                                          	Clube_de_Regatas_do_Flamengo                          	15    	35.98326873779297
167  	Stjepan_Mesić                                          	hasWonPrize         	Order_of_the_Three_Stars                                        	Order_of_the_White_Double_Cross                       	6     	35.93717575073242
168  	Daron_Malakian                                         	wasBornIn           	London                                                          	Los_Angeles                                           	3     	36.55385208129883
169  	Steven_Hunter                                          	isAffiliatedTo      	Orlando_Magic                                                   	Lega_Basket_Serie_A                                   	11    	379.629638671875
170  	Lee_Shearer                                            	isAffiliatedTo      	Folkestone_Invicta_F.C.                                         	Faversham_Town_F.C.                                   	4     	54.401607513427734
171  	Dmitri_Vyazmikin                                       	playsFor            	FC_Torpedo_Vladimir                                             	FC_Sokol_Saratov                                      	9     	37.53376770019531
172  	George_VI_of_the_United_Kingdom                        	hasWonPrize         	Order_of_Carol_I                                                	Order_of_the_Redeemer                                 	7     	165.8299560546875
173  	Rodney_Rowe                                            	playsFor            	Wakefield_F.C.                                                  	Halifax_Town_A.F.C.                                   	9     	48.82014465332031
174  	Ibrahim_Touré                                          	isAffiliatedTo      	Telephonat_Beni_Suef_SC                                         	OGC_Nice                                              	8     	152.18820190429688
175  	Wilson_Oruma                                           	playsFor            	Bendel_Insurance_F.C.                                           	AS_Nancy                                              	9     	187.27413940429688
176  	Pietro_Ghedin                                          	isAffiliatedTo      	Italy_women's_national_football_team                            	A.C.F._Fiorentina                                     	36    	48.93136215209961
177  	Jack_Meredith_(footballer)                             	isAffiliatedTo      	Scunthorpe_United_F.C.                                          	Blackpool_F.C.                                        	4     	18.82411766052246
178  	Assane_N'Diaye                                         	isAffiliatedTo      	ASC_Diaraf                                                      	Senegal_national_football_team                        	3     	155.89739990234375
179  	Louis_Bookman                                          	isAffiliatedTo      	Belfast_Celtic_F.C.                                             	Ireland_national_football_team_(1882–1950)            	3     	123.04176330566406
180  	Jerry_Vandam                                           	playsFor            	Stade_Malherbe_Caen                                             	KV_Mechelen                                           	4     	42.43336868286133
181  	Diego_Guastavino                                       	playsFor            	Sud_América                                                     	Deportivo_Maldonado                                   	6     	48.46226501464844
182  	Diego_Barreto                                          	isAffiliatedTo      	Paraguay_men's_national_under-20_football_team                  	Cerro_Porteño                                         	7     	26.330781936645508
183  	Paolo_Carbonaro                                        	playsFor            	S.S._MonosPolis                                                 	Vigor_Lamezia                                         	7     	349.23675537109375
184  	Marko_Marić                                            	isAffiliatedTo      	NK_Marsonia                                                     	Skoda_Xanthi_F.C.                                     	9     	275.2229309082031
185  	Luis_Robson                                            	playsFor            	Sorriso_Esporte_Clube                                           	Goiás_Esporte_Clube                                   	11    	43.88386154174805
186  	Mohammad_Reza_Mahdavi                                  	playsFor            	F.C._Shahrdari_Bandar_Abbas                                     	Esteghlal_F.C.                                        	8     	19.324419021606445
187  	Surgut_International_Airport                           	isConnectedTo       	Krasnodar_International_Airport                                 	Larnaca_International_Airport                         	57    	26.78557586669922
188  	John_Tory                                              	isAffiliatedTo      	Republican_Party_(United_States)                                	Progressive_Conservative_Party_of_Ontario             	192   	133.34378051757812
189  	Carlow                                                 	isLocatedIn         	County_Carlow                                                   	Republic_of_Ireland                                   	4     	39.6279411315918
190  	Adam_Eckersley_(footballer)                            	playsFor            	England_national_under-16_football_team                         	AC_Horsens                                            	9     	35.394649505615234
191  	Leopoldo_Luque                                         	playsFor            	Central_Norte                                                   	Club_Atlético_River_Plate                             	8     	69.28539276123047
192  	Oliver_Risser                                          	playsFor            	SpVgg_EGC_Wirges                                                	SV_Sandhausen                                         	15    	134.14112854003906
193  	Daniel_da_Silva_(born_1973)                            	playsFor            	Sociedade_Esportiva_Matonense                                   	Brazil_national_football_team                         	7     	25.610078811645508
194  	José_Carlos_Garcia_Leal                                	playsFor            	Sobradinho_Esporte_Clube                                        	Clube_Náutico_Capibaribe                              	10    	28.408245086669922
195  	Vladimír_Weiss_(footballer,_born_1964)                 	playsFor            	Slovakia_national_football_team                                 	FK_Inter_Bratislava                                   	8     	22.102432250976562
