	head	relation	pred_tail	true_tail	rank	ppls
135	Mario_Esteban_Berríos	isAffiliatedTo	Caracas_FC	Coquimbo_Unido	235	208.67288208007812
136	Libya	dealsWith	French_Algeria	Tunisia	516	3312.012939453125
137	Simon_Cziommer	playsFor	Sportclub_Enschede	FC_Twente	3	479.7746276855469
138	Stanimir_Gospodinov	playsFor	FC_Dorostol_2003	PFC_Levski_Sofia	22	432.79156494140625
139	Laura_Österberg_Kalmari	hasGender	male	female	2	1368.8697509765625
140	Óscar_Ferro	isAffiliatedTo	Almirante_Brown_de_Arrecifes	Uruguay_national_football_team	114	135.56800842285156
141	Bonni_Ginzburg	playsFor	Israel_national_under-18_football_team	Beitar_Tel_Aviv_F.C.	63	255.24380493164062
142	Klubi-04	isLocatedIn	Reipas_Lahti	Helsinki	7267	1496.954833984375
143	Daniel_Guzmán	isAffiliatedTo	C.D._Guadalajara	Tiburones_Rojos_de_Veracruz	7	70.60396575927734
144	Adalbert_Stifter	influences	Adalbert_Stifter	W._H._Auden	678	34.37167739868164
145	Chris_Makin	playsFor	Watford_F.C.	Southampton_F.C.	14	156.3636016845703
146	José_Carlos_de_Almeida	isAffiliatedTo	Associação_Esportiva_Velo_Clube_Rioclarense	Joinville_Esporte_Clube	101	47.89112091064453
147	Strom_Thurmond	hasWonPrize	Asiatic-Pacific_Campaign_Medal	Bronze_Star_Medal	12	148.0885467529297
148	Dênis_Oliveira_de_Souza	hasGender	male	male	1	832.6140747070312
149	Edgaras_Jankauskas	playsFor	Rubin_Kazan	F.C._Porto	2311	250.40267944335938
150	Keith_Briggs_(footballer)	isAffiliatedTo	Bury_Town_F.C.	Barrow_A.F.C.	252	68.9865493774414
151	John_Galliquio	isAffiliatedTo	Sport_Áncash	Club_Deportivo_Universidad_de_San_Martín_de_Porres	18	1068.8275146484375
152	Paul_Davies	hasWonPrize	Whitehead_Prize	Michael_Faraday_Prize	2	1416.0245361328125
153	David_Střihavka	isAffiliatedTo	FK_Baník_Most	de/FC_Bohemians_Prag	38	305.1778869628906
154	Mira_Furlan	livesIn	San_Joaquin_Valley	Los_Angeles	3730	191.93666076660156
155	Sabu_Dastagir	actedIn	King_Solomon's_Mines_(1950_film)	Arabian_Nights_(1942_film)	4333	160.93312072753906
156	Trimi_Makolli	isAffiliatedTo	Sweden_national_under-21_football_team	IK_Frej	174	591.97216796875
157	James_Blackwell	isAffiliatedTo	Besançon_BCD	Olympique_Antibes	204	623.223388671875
158	Yahoo!	isLocatedIn	Tulare_County	Sunnyvale,_California	32	293.70452880859375
159	Shin_Byung-ho	playsFor	Ansan_Police_FC	Yokohama_F._Marinos	130	656.3019409179688
160	Arsinée_Khanjian	wasBornIn	New_York_City	Beirut	5447	426.8577575683594
161	Nontapan_Jeansatawong	playsFor	Sisaket_F.C.	Sisaket_F.C.	1	913.937255859375
162	Enes_Demirović	playsFor	Macedonia_national_football_team	NK_Brda	1304	191.54278564453125
163	Québec_City_Jean_Lesage_International_Airport	isConnectedTo	Québec_City_Jean_Lesage_International_Airport	Licenciado_Gustavo_Díaz_Ordaz_International_Airport	25	26.814577102661133
164	Grégory_Christ	playsFor	R.E._Mouscron	R._White_Star_Bruxelles	68	241.16476440429688
165	Plzeň-South_District	isLocatedIn	Olomouc_Region	Pilsen	45	127.32819366455078
166	Dill_(footballer)	playsFor	Uberaba_Sport_Club	Clube_de_Regatas_do_Flamengo	16	1038.10205078125
167	Stjepan_Mesić	hasWonPrize	Order_of_the_Lithuanian_Grand_Duke_Gediminas	Order_of_the_White_Double_Cross	8	28.604232788085938
168	Daron_Malakian	wasBornIn	Nashville,_Tennessee	Los_Angeles	118	190.13548278808594
169	Steven_Hunter	isAffiliatedTo	Korisliiga	Lega_Basket_Serie_A	203	883.8151245117188
170	Lee_Shearer	isAffiliatedTo	Dulwich_Hamlet_F.C.	Faversham_Town_F.C.	514	202.2810516357422
171	Dmitri_Vyazmikin	playsFor	FC_Molodechno-2013	FC_Sokol_Saratov	111	140.53431701660156
172	George_VI_of_the_United_Kingdom	hasWonPrize	Order_of_Carol_I	Order_of_the_Redeemer	54	137.074951171875
173	Rodney_Rowe	playsFor	Moor_Green_F.C.	Halifax_Town_A.F.C.	126	377.89434814453125
174	Ibrahim_Touré	isAffiliatedTo	Zamalek_SC	OGC_Nice	617	261.1739196777344
175	Wilson_Oruma	playsFor	Senegal_national_football_team	AS_Nancy	46	766.390380859375
176	Pietro_Ghedin	isAffiliatedTo	S.S.D._Vis_Pesaro_1898	A.C.F._Fiorentina	244	158.76048278808594
177	Jack_Meredith_(footballer)	isAffiliatedTo	Coventry_City_F.C.	Blackpool_F.C.	24	93.58555603027344
178	Assane_N'Diaye	isAffiliatedTo	ASC_Jeanne_d'Arc	Senegal_national_football_team	473	417.3049621582031
179	Louis_Bookman	isAffiliatedTo	Sligo_Rovers_F.C.	Ireland_national_football_team_(1882–1950)	489	101.7164077758789
180	Jerry_Vandam	playsFor	ES_Viry-Châtillon	KV_Mechelen	483	352.824462890625
181	Diego_Guastavino	playsFor	Unión_Magdalena	Deportivo_Maldonado	27	244.55162048339844
182	Diego_Barreto	isAffiliatedTo	Almirante_Brown_de_Arrecifes	Cerro_Porteño	146	114.28035736083984
183	Paolo_Carbonaro	playsFor	U.S._Alessandria_Calcio_1912	Vigor_Lamezia	223	395.498291015625
184	Marko_Marić	isAffiliatedTo	FK_Bor	Skoda_Xanthi_F.C.	255	673.9879150390625
185	Luis_Robson	playsFor	Sport_Club_Corinthians_Alagoano	Goiás_Esporte_Clube	208	222.41104125976562
186	Mohammad_Reza_Mahdavi	playsFor	Bahman_F.C.	Esteghlal_F.C.	8	53.962677001953125
187	Surgut_International_Airport	isConnectedTo	Surgut_International_Airport	Larnaca_International_Airport	68	66.02559661865234
188	John_Tory	isAffiliatedTo	Republican_Party_(United_States)	Progressive_Conservative_Party_of_Ontario	26	210.83204650878906
189	Carlow	isLocatedIn	Republic_of_Ireland	Republic_of_Ireland	1	456.6238098144531
190	Adam_Eckersley_(footballer)	playsFor	Fulham_F.C.	AC_Horsens	1470	58.10321807861328
191	Leopoldo_Luque	playsFor	Paraguay_men's_national_under-20_football_team	Club_Atlético_River_Plate	52	41.399478912353516
192	Oliver_Risser	playsFor	Lillestrøm_SK	SV_Sandhausen	864	84.9740219116211
193	Daniel_da_Silva_(born_1973)	playsFor	Bacabal_Esporte_Clube	Brazil_national_football_team	149	105.5861587524414
194	José_Carlos_Garcia_Leal	playsFor	Ypiranga_Futebol_Clube	Clube_Náutico_Capibaribe	26	77.3078842163086
195	Vladimír_Weiss_(footballer,_born_1964)	playsFor	MFK_Dubnica	FK_Inter_Bratislava	5	41.319908142089844
196	Alastair_Sim	diedIn	Malibu,_California	London	22	325.6210021972656
197	Adam_Matysek	wasBornIn	Zabrze	Piekary_Śląskie	984	199.0207061767578
198	Municipality_of_Vipava	isLocatedIn	Slovenian_Littoral	Goriška	3	52.32417297363281
199	Bujumbura_International_Airport	isLocatedIn	Sarawak	Bujumbura	12054	221.0537872314453
200	Stephen_Hughes_(footballer,_born_1976)	playsFor	Wigan_Athletic_F.C.	Everton_F.C.	2	25.19228744506836
201	Rutherford_B._Hayes	isAffiliatedTo	Federalist_Party	Republican_Party_(United_States)	5	975.389892578125
202	Andrzej_Pałasz	playsFor	VfL_Herzlake	Bursaspor	1265	380.7614440917969
203	Adolf_Scherer	playsFor	Czechoslovakia_national_football_team	Nîmes_Olympique	2279	218.9815673828125
204	Steve_Lowndes	isAffiliatedTo	Burton_United_F.C.	Wales_national_football_team	145	224.83905029296875
205	Lee_Zahler	wroteMusicFor	When_the_Wind_Blows_(1930_film)	Who's_Guilty?	502	179.30442810058594
206	Harrison_Omoko	playsFor	FC_Atyrau	FC_Arsenal_Kyiv	165	1012.6864624023438
207	Viktor_Zemchenkov	playsFor	FC_Shinnik_Yaroslavl	FC_Chernomorets_Novorossiysk	32	105.62850952148438
208	Kyriacos_Pavlou	isAffiliatedTo	APOEL_FC	Diagoras_F.C.	106	95.53266906738281
209	John_Logan_(footballer)	playsFor	Horden_Colliery_Welfare_A.F.C.	Charlton_Athletic_F.C.	390	45.598140716552734
210	Sean_Astin	actedIn	Path_to_War	The_Last_Producer	24	2279.01416015625
211	Jonathan_Moreira	isAffiliatedTo	Galícia_Esporte_Clube	Cruzeiro_E.C.	41	158.9613037109375
212	Andrejs_Pavlovs	playsFor	FC_Terek_Grozny	FK_Rīga	329	91.51119995117188
213	Brian_Horne	isAffiliatedTo	Moor_Green_F.C.	Dover_Athletic_F.C.	160	293.14654541015625
214	Nuno_Filipe_Rodrigues_Silva	isAffiliatedTo	S.C._Braga_B	Merelinense_F.C.	96	199.9552764892578
215	Freddie_Bartholomew	hasGender	female	male	2	932.1986083984375
216	Kevin_Volland	isAffiliatedTo	Wuppertaler_SV	Germany_national_under-21_football_team	123	314.207763671875
217	Tiago_Cavalcanti	playsFor	Grêmio_Esportivo_Mauaense	Iraty_Sport_Club	4	137.55477905273438
218	Romain_Reynaud	wasBornIn	Créteil	Saint-Étienne	74	136.8583221435547
219	Salva_Ballesta	playsFor	CD_Lugo	Bolton_Wanderers_F.C.	4983	1233.012451171875
220	Ricardo_Mion_Varella_Costa	playsFor	Sociedade_Esportiva_Matsubara	Sport_Club_Corinthians_Paulista	257	154.29385375976562
221	Józef_Młynarczyk	playsFor	de/Legia_Warschau	Odra_Opole	46	123.44013977050781
222	Esben_Hansen	isAffiliatedTo	Fremad_Amager	Nykøbing_FC	25	803.065673828125
223	Blaenau_Gwent	isLocatedIn	Blaenau_Gwent	Ebbw_Vale	1210	32.306312561035156
224	Ehrwald	isLocatedIn	Tyrol_(state)	Reutte_District	3	778.2904052734375
225	Craig_Lindfield	isAffiliatedTo	Moor_Green_F.C.	Chester_City_F.C.	424	429.3918151855469
226	Luis_Anaya	isAffiliatedTo	C.D._Vista_Hermosa	Alianza_F.C.	17	218.34042358398438
227	Scott_Barron	playsFor	Potters_Bar_Town_F.C.	Ipswich_Town_F.C.	447	441.69329833984375
228	Nicolas_Raynier	playsFor	Comoros_national_football_team	FC_Sète_34	94	281.83026123046875
229	Hugh_Baird	wasBornIn	Aberdeen	Bellshill	4	3406.65380859375
230	Lazaros_Iakovou	playsFor	Olympiakos_Nicosia	Alki_Larnaca_F.C.	5	95.17447662353516
231	Artur_Voskanyan	playsFor	Armenia_national_football_team	Armenia_national_football_team	1	92.30834197998047
232	Kō_Shibasaki	hasGender	female	female	1	9232.5029296875
233	Peter_Withe	isAffiliatedTo	Manchester_United_F.C.	Newcastle_United_F.C.	39	164.49740600585938
234	Judy_Garland	isMarriedTo	Judy_Garland	David_Rose	1426	98.7675552368164
235	Thomas_C._Kinkaid	hasWonPrize	Distinguished_Service_Medal_(US_Army)	Distinguished_Service_Medal	25	84.79710388183594
236	Lárus_Guðmundsson	playsFor	Stjarnan	1._FC_Kaiserslautern	581	113.3817138671875
237	Alan_Sunderland	isAffiliatedTo	Manchester_City_F.C.	England_national_football_B_team	38	174.26095581054688
238	Ayaan_Hirsi_Ali	isMarriedTo	Ayaan_Hirsi_Ali	Niall_Ferguson	218	20.290075302124023
239	Akshay_Kumar	actedIn	Dharmatma	Khakee	216	116.22733306884766
240	Abdeljalil_Hadda	playsFor	Raja_Casablanca	Yokohama_F._Marinos	3004	107.6390380859375
241	Leonard_Eugene_Dickson	worksAt	Washington_University_in_St._Louis	University_of_Chicago	3	98.3349838256836
242	Colin_McKee	isAffiliatedTo	Heart_of_Midlothian_F.C.	Knattspyrnufélagið_Víkingur	1045	51.03752517700195
243	Rubén_Maldonado	playsFor	S.S._Verbania_Calcio	S.S.C._Napoli	3	123.68919372558594
244	David_Cordón	playsFor	CD_Mirandés	Atlético_Madrid_B	86	2311.228515625
245	Andy_Miah	wasBornIn	Cambridge	Norwich	55	2999.765869140625
246	Guido_Hoffmann	playsFor	SV_Wilhelmshaven	Borussia_Mönchengladbach	103	261.01702880859375
247	Paulo_Almeida	playsFor	Sousa_Esporte_Clube	Coritiba_Foot_Ball_Club	72	72.63320922851562
248	Chaozhou	isLocatedIn	Chaozhou	China	21	748.9686279296875
249	Devon_White_(footballer)	playsFor	Moor_Green_F.C.	Arnold_Town_F.C.	580	95.79824829101562
250	Battle_of_Nördlingen_(1634)	happenedIn	Archduchy_of_Austria	Sweden	736	49.196868896484375
251	Valmir_Pontes_Arantes	playsFor	FC_Luzern	FC_Chur_97	52	890.1580200195312
252	Leonardo_Rodríguez	isAffiliatedTo	Club_Olimpo	Atalanta_B.C.	1046	75.66522979736328
253	Yasin_Çelik	hasGender	male	male	1	953.8978271484375
254	Yuriy_Dmytrulin	isAffiliatedTo	FC_Dynamo-2_Kyiv	FC_Yednist'_Plysky	421	332.3089294433594
255	Live_Nation_Entertainment	isLocatedIn	Beverly_Hills	California	369	879.2274780273438
256	Earl_Derr_Biggers	diedIn	Southampton,_New_York	Pasadena	114	178.7589874267578
257	John_Crabbe	playsFor	Dulwich_Hamlet_F.C.	Torquay_United_F.C.	20	112.23526763916016
258	Reggie_Slater	isAffiliatedTo	Maccabi_Haifa_B.C.	Denver_Nuggets	223	161.18356323242188
259	Jacques_Chaban-Delmas	hasChild	Jacques_Chaban-Delmas	Maurice_Bourgès-Maunoury	36	26.18913459777832
260	Sabri_Lamouchi	isAffiliatedTo	A.S._Monaco_F.C.	A.J._Auxerre	92	82.60763549804688
261	Guga_(footballer_born_1964)	isAffiliatedTo	Grêmio_Esportivo_Mauaense	Paysandu_Sport_Club	46	184.81072998046875
